_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1050,1975767,16168981,31,F,W,2016-09-07T18:39:00,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.0056236909827,40.4592271304641
4904,1980744,17002669,41,M,B,2017-02-02T17:12:00,"100 Block South Commons Pittsburgh, PA 15212",9015 Failure To Appear/Arrest on Attachment Order,"100 Block South Commons Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0051890775199,40.4510034529681
4625,1980397,17010238,20,M,B,2017-01-17T16:02:00,Zone 2,"4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 6117 Altering or Obliterating Marks of Identification.",Zone 2,,2,,,,,
703,1975357,16163606,34,M,B,2016-08-30T23:30:00,"200 Block Allen ST Pittsburgh, PA 15210",9501 Bench Warrant,"200 Block Allen ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9936427075055,40.4208019103275
3311,1978753,16222063,38,M,B,2016-11-27T02:10:00,"Marlow ST & Chartiers AV Pittsburgh, PA 15220",9501 Bench Warrant,"Marlow ST & Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0397234736003,40.4431246387923
3519,1979048,16227077,35,M,W,2016-12-05T10:10:00,"1400 Block Locust ST Pittsburgh, PA 15219",3925 Receiving Stolen Property. / 3934 Theft from Vehicle,"1400 Block Locust ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.9854553851931,40.436036005234
4479,1980230,17005730,57,M,B,2017-01-10T15:18:00,"4800 Block Penn AV Pittsburgh, PA 15224",9501 Bench Warrant,"4800 Block Penn AV Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.9462488579106,40.4652053730075
6646,1982896,17047530,46,M,B,2017-03-16T17:37:00,"7300 Block Hamilton AV Pittsburgh, PA 15208",3925 Receiving Stolen Property. / 13(a)(31) Marijuana: Possession Small Amount,"WEST HOMESTEAD WEST HOMESTEAD, PA ",Outside City,OSC,5599,,,0.0,0.0
5410,1981364,17021060,24,M,B,2017-02-03T15:15:00,"1700 Block Belleau DR Pittsburgh, PA 15212",9501 Bench Warrant,"1700 Block Belleau DR Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00698007108,40.4603025785269
2031,1977039,16195700,26,M,B,2016-10-31T16:25:00,"900 Block 2ND AV Pittsburgh, PA 15219",3928 Unauthorized Use of Automobile and Other Vehicles.,"1500 Block Crucible ST Pittsburgh, PA 15204",Crafton Heights,6,2814,2,5,-80.0511132552831,40.4471683853834
6770,1983037,17025450,30,F,W,2017-03-25T00:37:00,"900 Block Second AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Tabor ST & Radcliffe ST Pittsburgh, PA 15204",Esplen,6,2017,2,5,-80.0548046410985,40.4617332826642
4626,1980398,17010240,27,M,W,2017-01-17T16:20:00,"400 Block Herschel ST Pittsburgh, PA 15220","2705 Recklessy Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","400 Block Herschel ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0373089064734,40.4379311230441
4907,1980747,17013323,42,M,B,2017-02-02T12:17:00,"Deary ST & Montezuma ST Pittsburgh, PA 15206",2709(a) Harassment. / 3701 Robbery.,"8100 Block Conemaugh ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8830501259541,40.4547743962705
4627,1980399,16231245,,F,W,2016-12-12T08:41:00,"300 Block N Negley AV Pittsburgh, PA 15206",13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities / 5902(a)(2) Prostitution - Loitering for purpose of,"300 Block N Negley AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.9290357301974,40.4657579138353
5213,1981121,17018854,16,F,B,2017-01-31T13:50:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault.,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",Perry North,1,2602,1,1,-80.0160208901073,40.4875513198459
5413,1981367,17021392,31,M,B,2017-02-07T01:00:00,"5th AV & Dinwiddie ST Pittsburgh, PA 15219",2706 Terroristic Threats.,"600 Block Seagirt ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8790563034477,40.4520491977331
1060,1975796,16165616,25,M,W,2016-09-02T19:46:00,"Vinial ST & Voskamp ST Pittsburgh, PA 15212",2701 Simple Assault. / 2702 Aggravated Assault.,"1000 Block Vinial ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9926632437203,40.4574778507844
2032,1977040,16196268,23,M,B,2016-10-30T07:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2706 Terroristic Threats.,"2100 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740214028157,40.4529526639559
1703,1976616,16185304,29,M,B,2016-10-01T02:40:00,"Cedar AV & Suismon ST Pittsburgh, PA 15212",2706 Terroristic Threats. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment,"Cedar AV & Suismon ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0021937596713,40.4548813810291
3626,1979187,16230075,21,F,W,2016-12-10T01:00:00,"Carey WY & S 19th ST Pittsburgh, PA 15203",901 Criminal Attempt / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness,"Carey WY & S 19th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9791816749623,40.4281996696422
4823,1980644,17014287,20,F,B,2017-01-24T00:10:00,"7100 Block Mt Vernon ST Pittsburgh, PA 15208",2701 Simple Assault.,"7100 Block Mt Vernon ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.8974160703952,40.4618536247747
4916,1980756,16174285,31,F,W,2017-02-01T16:48:00,"900 Block 2nd AV Pittsburgh, PA 15219",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"2800 Block Arlington AV Pittsburgh, PA 15210",South Side Slopes,3,1608,3,4,-79.9692647655218,40.4172884731047
6648,1982898,17047599,25,F,B,2017-03-16T19:43:00,"800 Block Phineas ST Pittsburgh, PA 15212",5505 Public Drunkenness / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(i) Actual Communication,"800 Block Phineas ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9970543785323,40.454874433674
6650,1982900,17047606,18,F,B,2017-03-16T19:36:00,"1400 Block Beaver AV Pittsburgh, PA 15233",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"1400 Block Beaver AV Pittsburgh, PA 15233",Chateau,1,2108,6,1,-80.0300347425912,40.4567695521634
6653,1982903,17047641,21,F,B,2017-03-16T21:06:00,"2000 Block Centre AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 5502 Failure of Disorderly Persons to Disperse  / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"2000 Block Centre AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9799790972965,40.4435809421476
2034,1977042,16016169,24,M,B,2016-10-27T18:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",3929 Retail Theft.,"6000 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.9245774767813,40.4610773237569
6654,1982904,17047679,30,M,W,2017-03-16T22:30:00,"Bracey DR & Wilner DR Pittsburgh, PA 15221",9501 Bench Warrant,"Bracey DR & Wilner DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8671921312549,40.4540481830082
1065,1975801,16165774,31,M,B,2016-09-02T22:55:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.0054475381166,40.4589325773691
4918,1980758,16177725,30,M,B,2017-02-04T16:40:00,"900 Block 2nd AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3934 Theft from Vehicle,"East Commons & Allegheny SQ Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0038402526551,40.4534337810611
4919,1980759,16204780,17,M,B,2017-01-30T11:30:00,"Wood ST McKeesport, PA 15104",903 Criminal Conspiracy. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,"300 Block S Bouquet ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.954591082015,40.4406964179192
3629,1979190,16230149,28,M,O,2016-12-15T04:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3503(b)(1)(i) Actual Communication,"400 Block Smithfield ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.9994660851086,40.4387217565095
4637,1980409,16235926,19,M,B,2016-12-19T17:31:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.0054475381166,40.4589325773691
6662,1982912,16225055,30,M,W,2017-03-20T11:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3934 Theft from Vehicle,"4100 Block Evergreen RD Pittsburgh, PA 15214",Summer Hill,1,2612,1,1,-80.009767606011,40.4941417465459
6664,1982914,17010173,45,M,B,2017-03-21T20:29:00,"100 Block Lincoln AV & Apple AV Pittsburgh, PA 15208",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"100 Block Jamal PL Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.9696540116717,40.4394659635155
6665,1982915,17010940,58,M,W,2017-03-20T08:25:00,"600 Block 1st AV Pittsburgh, PA 15219",2709(a)(2) Harassment by Following Person in Public Place(s) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"100 Block Federal ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0037636731231,40.4477913834499
6670,1982935,17039176,30,M,W,2017-03-09T11:05:00,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"200 Block Sprucewood ST Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9852804758084,40.398557858515
6673,1982938,17050152,38,M,B,2017-03-20T17:45:00,"80 Block S 11th ST Pittsburgh, PA 15203","5503 Disorderly Conduct. / 5505 Public Drunkenness / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters","80 Block S 11th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9875818089558,40.4280263178671
3522,1979051,16224841,33,F,B,2016-12-01T17:25:00,"Welser WY & Vinial ST Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"Welser WY & Vinial ST Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.9940817367148,40.4579642103565
6046,1982135,17037078,24,F,W,2017-02-28T16:45:00,"Saw Mill Run BL & W Warrington AV Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,"Saw Mill Run BL & W Warrington AV Pittsburgh, PA 15226",Mount Washington,3,1915,4,5,-80.0112569768105,40.4149081106242
970,1975671,16024464,22,M,B,2016-09-23T18:50:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"400 Block Alice ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9951081951465,40.4101149393149
2044,1977052,16155692,31,M,W,2016-10-27T20:43:00,"800 Block E Warrington AV Pittsburgh, PA 15210",2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"600 Block Dunster ST Pittsburgh, PA 15226",Brookline,6,1917,4,4,-80.0142835543491,40.4021209659915
1618,1976503,16144996,20,M,B,2016-10-13T12:36:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Frankstown AV & East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8704108235764,40.4611797871902
4632,1980404,17010278,26,M,B,2017-01-17T16:47:00,"Crucible ST & Ernie ST Pittsburgh, PA 15220",1543 Driving While Operating Privilege is Suspended or Revoked. / 3345 Meeting or Overtaking School Bus. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,"Crucible ST & Ernie ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0407371365832,40.4425732122933
4923,1980763,17004761,16,M,B,2017-01-30T19:20:00,"7100 Block Highland DR Pittsburgh, PA 15206",2706 Terroristic Threats. / 3701 Robbery. / 6110.1 Possesion of Firearm by Minor,"Leolyn ST & South WY Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9864924491736,40.3998388827271
6672,1982937,17050105,18,M,B,2017-03-20T16:49:00,"Erin ST & Webster AV Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"Erin ST & Webster AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9803247658256,40.4463127225787
4633,1980405,16234773,999,F,B,2016-12-17T21:03:00,"1600 Block Centre AV Pittsburgh, PA 15219",5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),"1600 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9849603645387,40.4414038126603
1666,1976570,16185597,29,M,B,2016-10-06T12:00:00,"600 Block 1st AV Pittsburgh, PA 15219","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2200 Block Lutz AV Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9854221575676,40.3913222045005
986,1975687,16133577,19,F,B,2016-09-22T10:00:00,"4300 Block Murray AV Pittsburgh, PA 15217",903 Criminal Conspiracy. / 4906 False Reports to Law Enforcement Authorities.,"1500 Block Geyer AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.0344824273511,40.4730928465181
2051,1977059,16195972,31,F,W,2016-10-17T02:00:00,"Brighton RD & Woodland AV Pittsburgh, PA 15212",3213 Prohibited Acts. / 9501 Bench Warrant,"Brighton RD & Woodland AV Pittsburgh, PA 15212",Perry South,1,2615,6,1,-80.025613240228,40.4699431693417
1020,1975733,16169896,54,M,B,2016-09-09T00:25:00,"Isabella ST & Sandusky ST S Pittsburgh, PA 15212",3111 Obedience to Traffic-Control Devices. / 13(a)(31) Marijuana: Possession Small Amount,"Isabella ST & Sandusky ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0020551154444,40.4479301313269
713,1974892,16154806,52,M,B,2016-08-18T17:57:00,"4600 Block Centre AV Pittsburgh, PA 15213","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","4600 Block Centre AV Pittsburgh, PA 15213",North Oakland,4,507,6,3,-79.9520097293664,40.4519454213877
4634,1980406,16235891,36,M,W,2016-12-19T16:50:00,"Chestnut ST Pittsburgh, PA 15212",5507 Obstructing Highways and Passages. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability,"Chestnut ST & East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9944652727407,40.4548525470554
3093,1978456,16215322,23,F,B,2016-11-15T15:42:00,"700 Block Industry ST Pittsburgh, PA 15210",2701 Simple Assault.,"700 Block Industry ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9957769667885,40.4207261469641
4961,1980801,17014768,33,M,B,2017-01-24T19:57:00,"7700 Block Penn AV Pittsburgh, PA 15221",2701 Simple Assault.,"7700 Block Penn AV Pittsburgh, PA 15221",Point Breeze North,4,1405,9,3,-79.8936199293438,40.4460896090368
5606,1981617,17027127,46,M,W,2017-02-13T13:11:00,"1200 Block Oakglen ST Pittsburgh, PA 15204",9501 Bench Warrant,"1200 Block Oakglen ST Pittsburgh, PA 15204",Crafton Heights,6,2814,2,5,-80.05713677326,40.4508895043516
6649,1982899,17047605,52,M,W,2017-03-16T19:46:00,"2400 Block Brownsville RD Pittsburgh, PA 15210",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment,"2400 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2904,4,4,-79.9835524584128,40.3869266385431
1080,1975826,16168237,48,F,W,2016-09-06T18:12:00,"E North AV & Cedar AV Pittsburgh, PA 15212",3334 Turning Movements and Required Signals. / 13(a)(32) Paraphernalia - Use or Possession / 761.01 License required from Police,"E North AV & Cedar AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0026212715855,40.4562192200281
1089,1975841,16169781,24,M,W,2016-09-08T15:45:00,"100 Block Federal ST S Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"100 Block Federal ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0037636731231,40.4477913834499
3633,1979197,16229242,19,M,B,2016-12-08T16:45:00,"1600 Block Colwell ST Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"1600 Block Colwell ST Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9837520199598,40.439010056651
4635,1980407,16235909,29,M,W,2016-12-19T17:06:00,"E Carson ST & Smithfield St BRDG Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession,"E Carson ST & Smithfield St BRDG Pittsburgh, PA 15219",South Shore,3,1921,2,5,-80.0039649896493,40.4321580095282
4636,1980408,16235915,36,M,B,2016-12-19T17:15:00,"Grape ST & Bausman ST Pittsburgh, PA 15210",1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount,"Grape ST & Bausman ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9891494309795,40.4144031037004
5607,1981618,17023611,46,F,W,2017-02-07T18:32:00,"400 Block Brownsville RD Pittsburgh, PA 15210",2701 Simple Assault.,"400 Block Brownsville RD Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.989125551697,40.4132446620791
1707,1976620,16185910,37,M,B,2016-10-02T00:07:00,"7100 Block Mt Vernon ST Pittsburgh, PA 15208",3934 Theft from Vehicle / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,"7100 Block Mt Vernon ST Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.8974160703952,40.4618536247747
2057,1977078,16184829,13,M,B,2016-11-01T14:15:00,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3925 Receiving Stolen Property.,"Reuben ST & Woods Run AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.0333196255503,40.4761939699774
6771,1983038,17040244,31,F,B,2017-03-25T04:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Chautauqua ST & Holyoke ST Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.0141507234974,40.4654116607201
2929,1978253,16212290,35,M,W,2016-11-10T23:14:00,"East ST & Madison AV Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"East ST & Madison AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9983412572546,40.4586832290543
4638,1980410,16238589,30,M,B,2016-12-24T03:29:00,"Lemington AV & Toga WY Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities,"Lemington AV & Toga WY Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,9,2,-79.8954599076842,40.467978064427
6349,1982524,17043342,41,M,B,2017-03-09T21:07:00,Zone 2,3701 Robbery. / 13(a)(32) Paraphernalia - Use or Possession,Zone 2,,2,,,,,
2931,1978255,16214571,25,M,B,2016-11-14T13:16:00,"3000 Block Arlington AV Pittsburgh, PA 15210",9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount,"3000 Block Arlington AV Pittsburgh, PA 15210",Arlington Heights,3,1604,3,4,-79.9656533024509,40.4172863384851
909,1975598,16165021,22,M,B,2016-09-01T22:06:00,"FT PITT BL & Wood ST Pittsburgh, PA 15222",3925 Receiving Stolen Property.,"FT PITT BL & Wood ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0026254954013,40.4374036365335
2932,1978256,16214618,43,M,W,2016-11-14T14:57:00,"200 Block 5th AV Pittsburgh, PA 15222",5503 Disorderly Conduct. / 5505 Public Drunkenness,"200 Block 5th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.0020737914111,40.4412284280311
4374,1980112,17004021,52,M,W,2017-01-07T16:38:00,"3700 Block Haven ST Pittsburgh, PA 15204",2701 Simple Assault.,"3700 Block Haven ST Pittsburgh, PA 15204",Windgap,6,2807,2,5,-80.0812324320991,40.4566492785931
4639,1980411,16242155,30,M,H,2016-12-31T01:45:00,"300 Block N Negley AV Pittsburgh, PA 15206",3304 Criminal Mischief. / 4906 False Reports to Law Enforcement Authorities. / 5503 Disorderly Conduct. / 2709(b) Stalking / 4914(A) False Identification to Law Enforcement,"300 Block N Negley AV Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.9290357301974,40.4657579138353
1094,1975846,16172161,35,M,W,2016-09-11T23:40:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0163162286534,40.4463146527231
2064,1977085,16198106,12,M,B,2016-10-24T14:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.9794028865196,40.4085696948667
2936,1978260,16214666,57,M,W,2016-11-15T15:15:00,Zone 2,"3127 Indecent Exposure. / 601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",Zone 4,,4,,,,,
4640,1980412,15190641,18,M,B,2016-12-06T10:00:00,"600 Block 1st AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 3701 Robbery.,"1100 Block N Murtland ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.900141730334,40.4604108390847
5414,1981368,17023771,19,M,W,2017-02-07T23:19:00,"Briggs ST Pittsburgh, PA 15234","9501 Bench Warrant / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","Briggs ST Pittsburgh, PA 15234",Overbrook,3,3207,4,4,-79.9966777299471,40.3849154303634
6060,1982160,17036317,20,M,W,2017-03-04T13:30:00,"300 Block S Main ST Pittsburgh, PA 15220","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1500 Block Crucible ST Pittsburgh, PA 15220",Crafton Heights,6,2814,2,5,-80.0511132552831,40.4471683853834
6676,1982941,17051483,25,M,B,2017-03-22T15:55:00,"Elora WY & Rosetta ST Pittsburgh, PA 15224","5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","Elora WY & Rosetta ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.9355140166026,40.4670513702035
6682,1982947,17051648,30,F,W,2017-03-22T19:22:00,"3900 Block Perrysville AV Pittsburgh, PA 15214",4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"3900 Block Perrysville AV Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.0181139562835,40.489613629341
6773,1983040,17045175,28,M,W,2017-03-24T15:08:00,"900 Block 2nd AV Pittsburgh, PA 15219",3502 Burglary.,"500 Block Celeron ST Pittsburgh, PA 15221",Point Breeze,4,1406,9,3,-79.8951791102555,40.44132445065
3535,1979066,16201437,31,M,B,2016-12-19T12:45:00,"Miltenberger ST & Forbes AV Pittsburgh, PA 15219",3929 Retail Theft.,"6100 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.9237807762304,40.4607067900035
3538,1979069,16226154,46,F,W,2016-12-03T17:30:00,"5600 Block Baum BL Pittsburgh, PA 15232",3929 Retail Theft.,"5600 Block Baum BL Pittsburgh, PA 15232",Friendship,5,807,7,2,-79.935327377456,40.4577089302116
1102,1975854,16144412,26,F,B,2016-09-28T16:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"200 Block Burrows ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.9680202904355,40.4386100142039
2065,1977086,16198135,17,M,B,2016-10-25T14:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",5503 Disorderly Conduct. / 3503.B1IV DEF. TRESPASS POSTED ON SCHOOL GROUNDS,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",Homewood North,5,1302,9,2,-79.8880184785673,40.4555239662205
3359,1978811,16224390,19,M,B,2016-11-30T22:44:00,"300 Block Bausman ST Pittsburgh, PA 15210",1501 Drivers Required to be Licensed. / 3111 Obedience to Traffic-Control Devices. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance,"300 Block Bausman ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9931076066225,40.4141276427207
4935,1980775,16240919,30,M,W,2017-02-04T16:40:00,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt / 3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),"600 Block W General Robinson ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0066829272242,40.4478961965016
